,created_date,source,context,annotation
197,2024-02-15,X, 주말에 전략적으로 디저트 먹을 생각 하니까 기분이 좋아졌다.,"[{'annotator': '', 'emotion': '기쁨_기대감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_즐거움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_기대감', 'gender': ''}, {'annotator': '', 'emotion': '욕망_기대감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_즐거움', 'gender': ''}]"
198,2024-02-20,X,나도 폰에 숫자 떠 있거 폴더 정리 안되있는거 너무 싫어하는데 쌓여있는게 기분 좋고 그걸 추억이라고 생각한다니 신기해,"[{'annotator': '', 'emotion': '욕망_궁금함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불편함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_반감', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_반감', 'gender': ''}]"
199,2024-02-20,X,저도 계획한거 어긋나거나 그러면 좀 스트레스 받는 편이라 비니한테 엄청 공감했어요,"[{'annotator': '', 'emotion': '중립_공감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_공감', 'gender': ''}, {'annotator': '', 'emotion': '중립_공감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_공감', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불편함', 'gender': ''}]"
200,2024-02-19,X,애 낳으면 괜찮아져요' 이거 너무 스트레스 받는 말 아닌가요? ㅠㅠ 내 생리통 괜찮아지자고 애를 낳으라고?,"[{'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불편함', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}]"
201,2024-02-18,X,"예전에 수학 잘하던 친구가
자긴 스트레스받으면 수학문제집 푼다그래서
진짜로 소시오패스같았음","[{'annotator': '', 'emotion': '두려움_놀람', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_놀람', 'gender': ''}, {'annotator': '', 'emotion': '두려움_놀람', 'gender': ''}]"
202,2024-02-21,X,묘하게 스트레스 받는데 풀 방법을 모르겠다.,"[{'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_무기력', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '분노_발열', 'gender': ''}]"
203,2024-02-20,X,"폭식하지 않으려면 먹는 즐거움보다 더 큰 행복이 있어야하는거같음........
스트레스 만땅 받고 피곤할 때마다 주체가 안댜 ㅠ ㅠ~~","[{'annotator': '', 'emotion': '싫어함(상태)_난처함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_난처함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_절망', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_난처함', 'gender': ''}]"
204,2024-02-21,X,"진심 윗집 싸우는 소리 때문에 잠도 못자고 미치겠음
오후 7시부터 싸우기 시작하더니 지금까지 쉬지도 않고 언성 높여서 뒤지게 싸움","[{'annotator': '', 'emotion': '분노_날카로움', 'gender': ''}, {'annotator': '', 'emotion': '분노_타오름', 'gender': ''}, {'annotator': '', 'emotion': '분노_날카로움', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불편함', 'gender': ''}, {'annotator': '', 'emotion': '분노_날카로움', 'gender': ''}]"
205,2024-02-19,X,이 트윗만 봤는데 몸에서 사리나오고 스트레스 받음,"[{'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '분노_날카로움', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불편함', 'gender': ''}, {'annotator': '', 'emotion': '분노_발열', 'gender': ''}]"
206,2024-02-13,X,호시야 니가 내가 기대했던 리액션을 계속 해주고있어서 고마워,"[{'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '사랑_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}]"
207,2024-02-13,X,저 새끼 곧 뒤질 기미도 안 보이고 오늘도 스트레스 만땅. 아 짜증.,"[{'annotator': '', 'emotion': '분노_날카로움', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '분노_사나움', 'gender': ''}, {'annotator': '', 'emotion': '분노_원망', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}]"
208,2024-02-20,X,작년까진 소비로 스트레스 풀었는데 소비할 기력조차 없다는 게 이런 것이로구나. 현실이 벅차서 그냥 환상 속에 몸을 뉘고 싶어,"[{'annotator': '', 'emotion': '슬픔_무기력', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_무기력', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_무기력', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_무기력', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_무기력', 'gender': ''}]"
209,2024-02-20,X,아 진짜 좀 여돌 몸 가지고 다이어트를 했니마니 품평 좀 작작하셈 하든 안 하든 예쁘다는 말도 최대한 지양 하시고요 걍 평가를 하지 마세요 그게 그렇게 어려움?,"[{'annotator': '', 'emotion': '분노_불만', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '분노_불만', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_반감', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}]"
210,2024-02-20,X,요즘은 정말... 만원 넘는 식사를 하는데 완제품을 데워 나올뿐인 요리를 탭으로 주문해 배식부터 반납까지 손님인 내가 움직이는 것이 아니꼬운 게 내가 꼰대인 건지 세상이 이상한 건지 모르겠다.,"[{'annotator': '', 'emotion': '싫어함(상태)_불편함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불편함', 'gender': ''}, {'annotator': '', 'emotion': '분노_비위상함', 'gender': ''}]"
211,2024-02-20,X,인용에 하나하나 최저가로 따져사지 않았다고 하는것들 존나 피곤함 ,"[{'annotator': '', 'emotion': '싫어함(상태)_불편함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_냉담', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}]"
212,2024-02-15,X,"매번 괜찮은척할 필요는 없어요
힘들 땐 힘들다고 말하며 기대도 괜찮아요
나 당신을 위로해 주고 싶거든요","[{'annotator': '', 'emotion': '사랑_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '사랑_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '사랑_다정함', 'gender': ''}, {'annotator': '', 'emotion': '사랑_너그러움', 'gender': ''}, {'annotator': '', 'emotion': '사랑_동정(슬픔)', 'gender': ''}]"
213,2024-02-21,X,추억은 이다지도 숨막히는 거구나. 호흡에도 네 생각이 녹아있어서 단지 살아가는 것만으로도 너무 버거워.,"[{'annotator': '', 'emotion': '슬픔_그리움', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_고통', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_고통', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_아픔', 'gender': ''}]"
214,2024-02-18,X,그냥 너무 안타깝고 얼마나 힘들고 외로운싸움을 햇을지..,"[{'annotator': '', 'emotion': '사랑_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '사랑_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '사랑_동정(슬픔)', 'gender': ''}]"
215,2024-02-21,X,한것도없는데곧개학이야진짜ㅈ됐다,"[{'annotator': '', 'emotion': '두려움_초조함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_아쉬움', 'gender': ''}, {'annotator': '', 'emotion': '두려움_초조함', 'gender': ''}, {'annotator': '', 'emotion': '두려움_초조함', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_억울함', 'gender': ''}]"
216,2024-02-20,X,"이도현 진짜 에바다...
봉길이란 캐릭터가 진짜 오타쿠들 심금을 울리려고 등장함..","[{'annotator': '', 'emotion': '사랑_매력적', 'gender': ''}, {'annotator': '', 'emotion': '사랑_매력적', 'gender': ''}, {'annotator': '', 'emotion': '사랑_매력적', 'gender': ''}, {'annotator': '', 'emotion': '사랑_귀중함', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}]"
217,2024-02-21,X,나 싫어하는 사람이랑 트친하기 싫어서 차단 했어요..,"[{'annotator': '', 'emotion': '미움(상대방)_외면', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_치사함', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_반감', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_반감', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_외면', 'gender': ''}]"
218,2024-02-21,X,티켓비가 계속 오르는데다 재관할도 없어서 한번 볼때마다 통장에 부담이되는데 회전문관객이 줄어드는건 당연한거 아님?,"[{'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_냉담', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_냉담', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_반감', 'gender': ''}]"
219,2024-02-21,X,여기 아사히 진짜 너무 차갑게 없는 사람 취급해서 내가 다 슬픔,"[{'annotator': '', 'emotion': '슬픔_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_수치심', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_외로움', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_억울함', 'gender': ''}]"
220,2024-02-16,X,"무섭다!!  이제  한마디만 잘못해도  끌려나간다… 그게 누구라도….국민의 말이 다 옳다고 하더니… 
예산을 올리겠다는 말도 … 이제는 믿을수가 없고… 입벌구","[{'annotator': '', 'emotion': '미움(상대방)_불신감', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_실망', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_불신감', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_불신감', 'gender': ''}, {'annotator': '', 'emotion': '두려움_불신감', 'gender': ''}]"
221,2024-02-20,X,"근황토크할때 진짜 당황스러운거
매일 누워지내서 딱히말할 근황이 없음","[{'annotator': '', 'emotion': '싫어함(상태)_난처함', 'gender': ''}, {'annotator': '', 'emotion': '수치심_난처함', 'gender': ''}, {'annotator': '', 'emotion': '수치심_난처함', 'gender': ''}, {'annotator': '', 'emotion': '수치심_부끄러움', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_난처함', 'gender': ''}]"
222,2024-02-20,X,아무리 열심히 운동하고 식단해도 생리할 때만 되면 몸 무거워지고 붓고 멘탈&컨디션 바닥치는거 너무 분해,"[{'annotator': '', 'emotion': '분노_원망', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}, {'annotator': '', 'emotion': '분노_원망', 'gender': ''}]"
223,2024-02-21,X,독도는 한국땅 아니라는 주장을 한 연구소 소장이 독립기념관 이사로 임명됐다는 청천벽력같은 소식…,"[{'annotator': '', 'emotion': '두려움_놀람', 'gender': ''}, {'annotator': '', 'emotion': '분노_걱정', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '분노_놀람', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}]"
224,2024-02-20,X,안 씻는 사람의 체취만큼 독한 향수나 화장품 냄새도 견디기 어렵다.,"[{'annotator': '', 'emotion': '싫어함(상태)_불편함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_비위상함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_싫증', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불편함', 'gender': ''}]"
225,2024-02-19,X,사실상 스케줄이잖아 당일파토 내는 거 자체가 너무 무책임해보임 바다만 문제가 아니라 리아킴 제외 다…,"[{'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_냉담', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_냉담', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_반감', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}]"
226,2024-02-21,X,아니 나 욕 진짜 안하는데(?) 맥북 살 때 너무 비싸서 엄청 열받았나보다 ㅋㅋ,"[{'annotator': '', 'emotion': '분노_불만', 'gender': ''}, {'annotator': '', 'emotion': '분노_사나움', 'gender': ''}, {'annotator': '', 'emotion': '분노_불만', 'gender': ''}, {'annotator': '', 'emotion': '분노_불만', 'gender': ''}, {'annotator': '', 'emotion': '분노_발열', 'gender': ''}]"
227,2024-02-21,X,"개감동인 거 자기가 쓰고 있던 우산 나 주고
자기가 비 맞아가면서 뒤집어준 거야
진심 감동 먹었음","[{'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}]"
228,2024-02-20,X,필요할 때 망설임 없이 후원금 보낼 수 있는 돈 많은 선량한 사람 되고 싶다.,"[{'annotator': '', 'emotion': '욕망_욕심', 'gender': ''}, {'annotator': '', 'emotion': '욕망_욕심', 'gender': ''}, {'annotator': '', 'emotion': '욕망_욕심', 'gender': ''}, {'annotator': '', 'emotion': '욕망_욕심', 'gender': ''}, {'annotator': '', 'emotion': '욕망_욕심', 'gender': ''}]"
229,2024-02-21,X,내가 당했으니 남들도 당해야 한다는 저 쓰레기 같은 사고는 진짜 사라지질 않는다.,"[{'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '분노_불만', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '분노_사나움', 'gender': ''}]"
230,2024-02-20,X,여자의사가 증가해서 (노동시간이 감축되었고) 그래서 의대증원을 한다라는건 진짜 신박한 개소리다.,"[{'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불만', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}]"
231,2024-02-20,X,티모시랑 만난 팬 그리고 그 모습 사진으로 남기는 티모시 아버지까지 모두 기분 좋아보여서 가슴이 매우 따뜻해짐 ..,"[{'annotator': '', 'emotion': '사랑_다정함', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '사랑_다정함', 'gender': ''}]"
232,2024-02-21,X,나도 샌프란갈때 암트렉 탔었는데 아직도 나랑 엄마 둘다 여행최고의 선택이었다고 맨날 말해... ,"[{'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}]"
233,2024-02-20,X,"비비가 리무진서비스에서 마릴린먼로 노래 부르는데 진짜 너무 잘함…
말로 설명할 수 없는 정말 타고난 영역 같음ㅋㅋ","[{'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '사랑_호감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_자랑스러움', 'gender': ''}]"
234,2024-02-20,X,"16년을 함께 산 고양이를 저번주에 떠나보냈습니다만, 이렇게 괴로울 줄 몰랐습니다.","[{'annotator': '', 'emotion': '슬픔_그리움', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_아픔', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_그리움', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_그리움', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_고통', 'gender': ''}]"
235,2024-02-20,X,이 아이를 내가 지금껏 제대로 예뻐해준 게 맞을까?'라는 생각에 불안해졌습니다.,"[{'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}, {'annotator': '', 'emotion': '두려움_위축감', 'gender': ''}, {'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}, {'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}, {'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}]"
236,2024-02-20,X,민주주의의 후퇴를 이야기 하는데 고문을 기준으로 들이대는 놈들과 우린 표대결을 하고 있는거임 한국 민주주의 난이도 극악이다 진짜,"[{'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_냉담', 'gender': ''}, {'annotator': '', 'emotion': '분노_타오름', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '분노_원망', 'gender': ''}]"
237,2024-02-20,X,유튜브에선 조회수 쫙 빨아먹으려고 사람 하나 담그려고 작정하고 이강인 까고 있는데 이선균배우 일 겪고도 배운게 하나도 없네,"[{'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불만', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}]"
238,2024-02-20,X,"마지막 강지원 표정 왠지 모르게 뭉클함 . . .
그동안 겪었던 모든 서사가 다 지나가잖아","[{'annotator': '', 'emotion': '슬픔_감동', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '사랑_아른거림', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_감동', 'gender': ''}]"
239,2024-02-19,X,"2년전 이맘때쯤 cpa준비한답시고 시간과 돈을 쏟아부으면서도 성과가 안나와서 괴로웠다
어디 아무도 날 모르는 외국시골마을로 도망치고싶단 마음만 가득했다","[{'annotator': '', 'emotion': '두려움_위축감', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_고통', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_고통', 'gender': ''}, {'annotator': '', 'emotion': '두려움_위축감', 'gender': ''}, {'annotator': '', 'emotion': '수치심_죄책감', 'gender': ''}]"
240,2024-02-20,X,"솔직히 바랐어요 됐으면 좋겠다고 생각했는데
안 된 이후로 제 머릿속이 너무 혼란스러웠어요","[{'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}, {'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_실망', 'gender': ''}, {'annotator': '', 'emotion': '욕망_불만', 'gender': ''}]"
241,2024-02-20,X,"키도 주집착 캐릭터 너무 좋았다고 하네
탐라 트친들이 환장하는데에는 다 이유가 있다","[{'annotator': '', 'emotion': '기쁨_공감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_공감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_공감', 'gender': ''}, {'annotator': '', 'emotion': '중립_공감', 'gender': ''}, {'annotator': '', 'emotion': '사랑_매력적', 'gender': ''}]"
242,2024-02-21,X,"이제는 걍 본인이 쁘띠한걸 좋아하고
즐기는거 같아서보면너무행복햐짐","[{'annotator': '', 'emotion': '사랑_다정함', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_즐거움', 'gender': ''}, {'annotator': '', 'emotion': '사랑_귀중함', 'gender': ''}, {'annotator': '', 'emotion': '사랑_다정함', 'gender': ''}, {'annotator': '', 'emotion': '사랑_호감', 'gender': ''}]"
243,2024-02-17,X,진짜 내가 최근에 본 환연 댓글 중에 젤 어이없음,"[{'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_냉담', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_난처함', 'gender': ''}, {'annotator': '', 'emotion': '두려움_놀람', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불쾌', 'gender': ''}]"
244,2024-02-21,X,"몇년 째 매번 같은 일로 언제까지 이렇게
팬들이 빈정상하고 속상하고 서운해야하나요
하나부터 열까지 우리를 얼마나 무시하는지는 알겠네요","[{'annotator': '', 'emotion': '분노_원망', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_실망', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_불신감', 'gender': ''}, {'annotator': '', 'emotion': '분노_원망', 'gender': ''}]"
245,2024-02-21,X,"대설주의보. 강원도는 대설특보.
징글징글한 눈.❄️❄️
눈 치운다고 고생하겠다. 😮‍💨😮‍💨","[{'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}, {'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}, {'annotator': '', 'emotion': '중립_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_싫증', 'gender': ''}]"
246,2024-02-21,X,"친구의 결혼식에 참가하려고 귀국.
빛나는 우정에 눈물이 😢 
이런 친구 다들 있으시죠..","[{'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}]"
247,2024-02-21,X,"안볼이유가없습니다. 눈이 즐겁고귀가 즐겁습니다 아름다움.
이 현음을. 꼭 영화관 사운드로 들어줘야합니다.. 온몸에소름이돋습니다","[{'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}]"
248,2024-02-21,X,베릴 선수랑 굉장히 많이 만나는것 같은데 만날때마다 항상 재밌었고 좋은 자극제라고 해야되나? 그런게 됐었어가지고.,"[{'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '사랑_귀중함', 'gender': ''}]"
249,2024-02-21,X,교수님이 포폴 웹사이트 구경하시고 해준 말씀이 너무 와닿고 존경스러움…ㅁㅊ ㅠㅠ감격스러워,"[{'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}]"
250,2024-02-21,X,귀엽고 맨날 촐싹 오도방정 떠는 거 너무 좋음,"[{'annotator': '', 'emotion': '사랑_매력적', 'gender': ''}, {'annotator': '', 'emotion': '사랑_호감', 'gender': ''}, {'annotator': '', 'emotion': '사랑_매력적', 'gender': ''}, {'annotator': '', 'emotion': '사랑_매력적', 'gender': ''}, {'annotator': '', 'emotion': '사랑_호감', 'gender': ''}]"
251,2024-02-21,X,진짜 사랑했는데 돌아보니 놀라울정도로 이젠 관심 없어진 것들을 보면 기분이 이상하다,"[{'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_아쉬움', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}]"
252,2024-02-22,X,눈 많이 와서 엄청 예뻐 오늘 학교 가면 또 겨울왕국이겠다 사진 많이 찍어야지,"[{'annotator': '', 'emotion': '욕망_기대감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_즐거움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_기대감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_신명남', 'gender': ''}]"
253,2024-02-22,X,"굿'이라는게 이정도로 트렌디해질 수 있구나..
오랫만에 영화값이 전혀 아깝지 않은 영화
이정도로 소름돋고 만족한 적은 아가씨 이후로 처음임","[{'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}]"
